ID,TIMESTAMP,Temp01,Temp02,Temp03,Temp04,Temp05,Temp06,ACC_X,ACC_Y,ACC_Z,GYRO_X,GYRO_Y,GYRO_Z,MAG_X,MAG_Y,MAG_Z
1, 8518, 3036, 3083, 3026, 2940, 2977, 2929, -8894, 26025, 92789, -2667, 1905, -1448, -429000, 1515000, -135000
1, 8587, 3036, 3084, 3026, 2942, 2977, 2929, -8822, 25720, 92401, -2439, 1981, -1524, -573000, 1491000, -123000
1, 8656, 3036, 3084, 3026, 2942, 2977, 2929, -8864, 25977, 92012, -2286, 2210, -1524, -597000, 1515000, -135000
1, 8725, 3036, 3084, 3026, 2942, 2977, 2929, -8762, 25887, 92520, -2515, 1981, -1524, -357000, 1491000, -117000
1, 8793, 3036, 3084, 3026, 2942, 2977, 2929, -8762, 25779, 92287, -2591, 1981, -1295, -453000, 1443000, -141000
1, 8945, 3036, 3084, 3029, 2942, 2977, 2929, -8876, 25905, 92490, -2667, 1905, -1524, -501000, 1563000, -135000
1, 9014, 3036, 3084, 3029, 2942, 2977, 2929, -8912, 25785, 92215, -2439, 2057, -1371, -597000, 1443000, -135000
1, 9083, 3036, 3086, 3029, 2944, 2977, 2929, -9002, 25845, 92161, -2515, 2057, -1371, -477000, 1323000, -141000
1, 9152, 3036, 3086, 3029, 2944, 2977, 2929, -8786, 25959, 92359, -2439, 1981, -1448, -525000, 1563000, -129000
1, 9221, 3036, 3086, 3029, 2944, 2977, 2929, -8798, 25857, 92443, -2820, 1753, -1448, -477000, 1443000, -141000
1, 9290, 3036, 3086, 3029, 2944, 2977, 2929, -9008, 26037, 92454, -2591, 1905, -1448, -453000, 1587000, -123000
1, 9359, 3036, 3086, 3029, 2944, 2976, 2929, -8810, 25600, 92413, -2972, 1829, -1524, -453000, 1539000, -141000
1, 9428, 3036, 3086, 3029, 2944, 2976, 2929, -8894, 25881, 92413, -2743, 1981, -1448, -453000, 1611000, -135000
1, 9496, 3036, 3086, 3029, 2944, 2976, 2929, -8900, 26067, 92329, -2286, 2210, -1524, -429000, 1491000, -129000
1, 9637, 3036, 3088, 3029, 2944, 2976, 2929, -8954, 25869, 92131, -2591, 1829, -1448, -429000, 1563000, -135000
1, 9706, 3036, 3088, 3029, 2944, 2976, 2929, -8768, 25959, 92754, -2591, 2057, -1448, -453000, 1491000, -129000
1, 9774, 3036, 3088, 3029, 2944, 2976, 2929, -8840, 26114, 92269, -2743, 1829, -1448, -357000, 1515000, -135000
1, 9843, 3036, 3088, 3029, 2944, 2976, 2929, -8984, 26085, 92257, -2591, 2057, -1448, -405000, 1467000, -147000
1, 9912, 3036, 3088, 3029, 2944, 2975, 2929, -8816, 26001, 92544, -2743, 1829, -1448, -549000, 1611000, -135000
1, 9981, 3036, 3088, 3029, 2944, 2975, 2929, -8720, 26144, 92610, -2591, 1981, -1371, -429000, 1539000, -147000
1, 10050, 3036, 3088, 3029, 2944, 2975, 2929, -8696, 26001, 92401, -2591, 1905, -1448, -429000, 1419000, -135000
1, 10118, 3036, 3092, 3029, 2944, 2975, 2929, -8804, 26061, 92496, -2591, 2057, -1371, -525000, 1539000, -123000
1, 10187, 3036, 3092, 3029, 2944, 2975, 2929, -8744, 25989, 92347, -2515, 2134, -1371, -357000, 1491000, -147000
1, 10352, 3036, 3092, 3029, 2944, 2975, 2930, -8900, 25983, 92532, -2591, 1905, -1371, -501000, 1563000, -135000
1, 10421, 3036, 3092, 3029, 2944, 2975, 2930, -8876, 25875, 92586, -2591, 2057, -1371, -477000, 1515000, -141000
1, 10489, 3036, 3092, 3029, 2944, 2975, 2930, -8876, 26246, 92359, -2743, 1905, -1448, -525000, 1515000, -129000
1, 10558, 3036, 3092, 3029, 2944, 2975, 2930, -8840, 26168, 92389, -2515, 1981, -1371, -477000, 1491000, -141000
1, 10627, 3036, 3096, 3029, 2944, 2975, 2930, -8822, 25857, 92538, -2667, 1905, -1371, -549000, 1491000, -159000
1, 10696, 3036, 3096, 3029, 2944, 2975, 2930, -8792, 26090, 92754, -2439, 2134, -1524, -333000, 1467000, -135000
1, 10765, 3036, 3096, 3029, 2944, 2975, 2931, -8673, 26108, 92353, -2743, 1905, -1524, -477000, 1491000, -147000
1, 10834, 3036, 3096, 3029, 2944, 2975, 2931, -8858, 26085, 92425, -2667, 1905, -1448, -453000, 1491000, -141000
1, 10903, 3036, 3096, 3029, 2944, 2974, 2931, -8870, 26085, 92736, -2667, 1905, -1448, -477000, 1371000, -147000
1, 11068, 3036, 3096, 3028, 2944, 2974, 2931, -8792, 25887, 92454, -2439, 1905, -1371, -525000, 1467000, -135000
1, 11137, 3036, 3099, 3028, 2944, 2974, 2931, -8756, 26031, 92616, -2972, 1753, -1448, -477000, 1395000, -147000
1, 11206, 3036, 3099, 3028, 2944, 2974, 2931, -8846, 26001, 92263, -2210, 2210, -1448, -429000, 1419000, -129000
1, 11275, 3036, 3099, 3028, 2944, 2974, 2931, -8864, 25750, 92939, -3048, 1676, -1524, -429000, 1395000, -147000
1, 11344, 3039, 3099, 3028, 2944, 2974, 2931, -8990, 25851, 92365, -2362, 1981, -1295, -405000, 1491000, -141000
1, 11413, 3039, 3099, 3028, 2944, 2974, 2931, -8948, 25732, 92550, -2591, 1981, -1371, -525000, 1539000, -135000
1, 11482, 3039, 3099, 3030, 2944, 2972, 2931, -8882, 25941, 92616, -2667, 1829, -1448, -477000, 1491000, -141000
1, 11551, 3039, 3099, 3030, 2944, 2972, 2931, -8930, 26007, 92137, -2362, 2134, -1524, -477000, 1539000, -135000
1, 11619, 3039, 3104, 3030, 2944, 2972, 2931, -9055, 25893, 92167, -2591, 2134, -1448, -645000, 1395000, -123000
1, 11784, 3039, 3104, 3030, 2944, 2972, 2931, -8924, 25953, 92562, -2896, 1753, -1448, -549000, 1563000, -129000
1, 11853, 3043, 3104, 3030, 2944, 2972, 2931, -9061, 25803, 92323, -2439, 2134, -1448, -453000, 1467000, -141000
1, 11921, 3043, 3104, 3030, 2944, 2972, 2931, -8996, 26037, 92425, -3048, 1905, -1371, -501000, 1467000, -135000
1, 11990, 3043, 3104, 3036, 2944, 2971, 2931, -8900, 25917, 92568, -2591, 1981, -1371, -525000, 1467000, -135000
1, 12059, 3043, 3104, 3036, 2944, 2971, 2931, -8918, 25821, 92443, -2591, 2057, -1371, -525000, 1443000, -129000
1, 12128, 3043, 3114, 3036, 2944, 2971, 2931, -8888, 25953, 92389, -2743, 1829, -1371, -501000, 1419000, -129000
1, 12197, 3043, 3114, 3036, 2944, 2971, 2931, -9031, 25935, 92616, -2667, 1829, -1448, -357000, 1395000, -141000
1, 12266, 3043, 3114, 3036, 2944, 2971, 2931, -8858, 25881, 92646, -2743, 1981, -1524, -621000, 1443000, -135000
1, 12334, 3051, 3114, 3036, 2944, 2971, 2931, -8840, 26049, 92484, -2743, 1829, -1448, -453000, 1395000, -129000
1, 12499, 3051, 3114, 3046, 2944, 2970, 2931, -8942, 25941, 92347, -2743, 1905, -1524, -429000, 1347000, -147000
1, 12567, 3051, 3114, 3046, 2944, 2970, 2931, -8720, 25923, 92592, -2667, 1981, -1448, -333000, 1443000, -135000
1, 12636, 3051, 3121, 3046, 2944, 2970, 2931, -8834, 25863, 92305, -2743, 1905, -1371, -549000, 1467000, -141000
1, 12704, 3051, 3121, 3046, 2944, 2970, 2931, -8912, 26067, 92610, -2515, 2134, -1524, -381000, 1467000, -129000
1, 12772, 3051, 3121, 3046, 2944, 2970, 2930, -8966, 25875, 92323, -2820, 1905, -1371, -381000, 1395000, -129000
1, 12841, 3058, 3121, 3046, 2944, 2970, 2930, -9067, 25989, 92634, -2896, 1829, -1448, -525000, 1539000, -117000
1, 12909, 3058, 3121, 3046, 2944, 2970, 2930, -8691, 26025, 92526, -2591, 1981, -1371, -477000, 1467000, -123000
1, 12978, 3058, 3121, 3046, 2944, 2969, 2930, -8936, 26174, 92443, -2591, 1905, -1448, -549000, 1515000, -129000
1, 13047, 3058, 3121, 3051, 2944, 2969, 2930, -8996, 26061, 92688, -2667, 1905, -1371, -453000, 1635000, -129000
1, 13212, 3058, 3127, 3051, 2944, 2969, 2930, -8972, 25989, 92861, -2591, 1981, -1371, -477000, 1347000, -135000
1, 13281, 3058, 3127, 3051, 2944, 2969, 2929, -8864, 25983, 92431, -2210, 2286, -1524, -477000, 1419000, -123000
1, 13350, 3062, 3127, 3051, 2944, 2969, 2929, -8876, 26001, 92413, -2896, 1829, -1371, -477000, 1587000, -147000
1, 13419, 3062, 3127, 3051, 2944, 2969, 2929, -8864, 26049, 92299, -2515, 2057, -1371, -477000, 1443000, -147000
1, 13488, 3062, 3127, 3051, 2944, 2968, 2929, -8942, 25965, 92419, -2591, 1981, -1448, -309000, 1419000, -135000
1, 13557, 3062, 3127, 3053, 2944, 2968, 2929, -8918, 25714, 92443, -2743, 1829, -1448, -285000, 1467000, -135000
1, 13626, 3062, 3129, 3053, 2944, 2968, 2929, -8840, 25869, 92538, -2667, 1905, -1371, -429000, 1563000, -135000
1, 13695, 3062, 3129, 3053, 2944, 2968, 2929, -8984, 25947, 92413, -2515, 1981, -1448, -381000, 1491000, -135000
1, 13764, 3062, 3129, 3053, 2944, 2968, 2929, -8978, 25959, 92718, -2743, 1905, -1448, -333000, 1371000, -135000
1, 13929, 3067, 3129, 3053, 2944, 2968, 2929, -8786, 26061, 92120, -2439, 2057, -1448, -477000, 1539000, -123000
1, 13998, 3067, 3129, 3053, 2944, 2968, 2929, -8966, 26079, 92544, -2667, 1981, -1371, -477000, 1467000, -117000
1, 14067, 3067, 3129, 3057, 2944, 2967, 2929, -8840, 26162, 92700, -2896, 1829, -1448, -333000, 1395000, -129000
1, 14136, 3067, 3136, 3057, 2945, 2967, 2929, -9014, 25959, 92299, -2591, 2057, -1371, -357000, 1371000, -129000
1, 14205, 3067, 3136, 3057, 2945, 2967, 2929, -8960, 26055, 92532, -2667, 2057, -1371, -333000, 1323000, -129000
1, 14274, 3067, 3136, 3057, 2945, 2967, 2931, -8804, 26043, 92263, -2591, 1981, -1371, -333000, 1467000, -135000
1, 14343, 3067, 3136, 3057, 2945, 2967, 2931, -8810, 26258, 92568, -2667, 1981, -1524, -477000, 1563000, -147000
1, 14412, 3079, 3136, 3057, 2945, 2967, 2931, -9019, 26102, 92281, -2591, 1829, -1371, -285000, 1539000, -123000
1, 14481, 3079, 3136, 3057, 2945, 2967, 2931, -9073, 26073, 92454, -2591, 2057, -1524, -429000, 1443000, -141000
1, 14646, 3079, 3145, 3068, 2947, 2967, 2931, -9079, 25833, 92760, -2591, 1905, -1448, -429000, 1467000, -159000
1, 14715, 3079, 3145, 3068, 2947, 2967, 2931, -8984, 25821, 92466, -2591, 1905, -1371, -525000, 1587000, -141000
1, 14784, 3079, 3145, 3068, 2947, 2967, 2931, -9049, 26031, 92610, -2820, 1829, -1371, -429000, 1491000, -123000
1, 14853, 3079, 3145, 3068, 2947, 2967, 2931, -9085, 25833, 92544, -2591, 1981, -1448, -381000, 1467000, -135000
